# LAMMPS data file written by OVITO Basic 3.7.11
300 atoms
4 atom types
0.0 17.111041116 xlo xhi
0.0 9.879064196 ylo yhi
0.0 45.1553882112 zlo zhi
-5.703680372 0.0 0.0 xy xz yz

Atoms  # atomic

1 1 4.437356 1.493934 15.0
2 1 2.191218 3.095896 15.0
3 1 1.926947 0.349703 15.0
4 1 -1.5200748666 3.2177367847 21.8835572663
5 1 0.6821290834 1.753512139 21.7476577457
6 1 0.898126951 4.5001332087 21.6561048558
7 1 1.14634 1.547806 17.686354
8 1 3.790071 0.218857 17.686354
9 1 3.619109 3.172869 17.686354
10 1 1.5941108921 3.3774931873 19.1653440976
11 1 -0.9954027205 4.5127558886 19.115828852
12 1 -0.9355211911 1.8167304726 19.1048418641
13 1 0.0 0.0 16.472672
14 1 -0.1516102076 -0.0485268312 20.2871825624
15 2 2.8514383413 1.591368875 20.5919306479
16 2 0.0 3.293021 16.219393
17 3 4.499882238 1.5362574324 21.098110096
18 3 2.752386486 1.7412630233 18.8666700611
19 3 -1.658644 3.392741 15.688239
20 3 0.742962 1.806733 15.688239
21 3 0.915682 4.67959 15.688239
22 3 1.9868842667 0.0957929875 21.1652290909
23 3 2.0672940087 3.0464514195 21.3051140786
24 3 0.0 3.293021 17.962097
25 4 -0.1678022543 -0.1025563727 18.3832312221
26 1 4.4102401056 1.5762148861 23.2506066281
27 1 2.3024484627 2.8616804234 23.3065419098
28 1 1.8190589431 0.1994130431 23.3495131504
29 1 -1.4016657008 3.3409963445 29.9684333234
30 1 0.5639035477 1.7359905258 30.1291470212
31 1 0.847413416 4.927770977 30.6467001831
32 1 1.2194639888 1.6203496595 26.1459302435
33 1 3.8349855355 0.2851885614 25.9717132124
34 1 3.784992664 3.0549115121 25.9513183951
35 1 1.6231715259 3.2332890321 27.5728173404
36 1 -1.0488146999 4.7295756123 27.3850147816
37 1 -0.5823619607 1.7338669284 27.6497687543
38 1 0.1949218021 -0.059136252 24.6908921482
39 1 -0.0696568417 -0.1887878727 28.8758958733
40 2 2.8649177845 1.5556554111 29.099280859
41 2 0.1210715797 3.2759069741 24.569611743
42 3 4.4977212241 1.364284653 29.8633011327
43 3 3.1318759433 1.5821499893 27.3646535152
44 3 -1.6345247444 3.4471888852 24.0141476692
45 3 0.7897906585 1.7514445666 24.0938494773
46 3 0.9446841569 4.6667873187 24.0348108252
47 3 1.9767971751 0.1303225821 29.5218298725
48 3 1.7936551807 2.9523700625 29.5701243008
49 3 -0.0221691837 3.3818686123 26.3323342565
50 4 0.1892331489 0.0447889921 26.9789848477
51 1 1.585515 6.433466 15.0
52 1 -0.660622 8.035428 15.0
53 1 -0.924893 5.289235 15.0
54 1 -4.4686067005 8.2435319136 21.907123815
55 1 -2.1859440094 6.8064357707 21.7663047291
56 1 -1.9217965273 9.5199397437 22.0233639521
57 1 -1.7055 6.487338 17.686354
58 1 0.938231 5.158389 17.686354
59 1 0.767269 8.112401 17.686354
60 1 -1.2017278487 8.16696374 19.1208401781
61 1 -3.770363781 9.6268114996 19.1413988465
62 1 -3.4376209276 6.4716908675 19.2065990001
63 1 -2.85184 4.939532 16.472672
64 1 -2.7649915085 4.6091864184 20.4393533999
65 2 -0.0713893727 6.4976236854 20.5727821638
66 2 -2.85184 8.232553 16.219393
67 3 1.5393490598 6.3932761228 21.2164290731
68 3 -0.0642229868 6.4453997805 18.8096359123
69 3 -4.510485 8.332273 15.688239
70 3 -2.108878 6.746265 15.688239
71 3 -1.936158 9.619122 15.688239
72 3 -0.9532537109 5.1073873631 21.1218352654
73 3 -0.7385402313 7.972079737 21.1915822779
74 3 -2.85184 8.232553 17.962097
75 4 -2.8043502008 4.9900721795 18.323573052
76 1 1.5945250491 6.473665127 23.3850533975
77 1 -0.6720847343 7.9448834669 23.3261007149
78 1 -1.0821090789 5.2922826576 23.3543024776
79 1 -4.5162270211 8.3010021999 30.1002946796
80 1 -2.3425207089 6.7061886111 29.8314217224
81 1 -1.7220387809 9.5546487337 30.6185564308
82 1 -1.5829640744 6.3899438056 25.9482848624
83 1 0.878598004 5.0800796178 26.1364322837
84 1 0.8375849533 8.2782662552 26.0049154814
85 1 -1.136215093 8.3106341171 27.5114139043
86 1 -3.4797705673 9.8121872413 27.5711661121
87 1 -3.4443650913 6.6085344759 27.392165628
88 1 -2.839199911 4.8130118175 24.8112926673
89 1 -3.0798430248 4.6810967519 28.5755974566
90 2 -0.0754849624 6.5424793695 28.9672206393
91 2 -2.7682404301 8.2426464238 24.5354477807
92 3 1.6115968928 6.2969342789 29.7206954188
93 3 -0.005528342 6.5319696869 27.275955028
94 3 -4.453435181 8.2909457105 24.127333246
