# LAMMPS data file written by OVITO Basic 3.8.0

632 atoms
5 atom types

0.0 17.111041116 xlo xhi
0.0 19.758128392 ylo yhi
0.0 45.1553882112 zlo zhi
-11.407360744 0.0 0.0 xy xz yz

Atoms  # atomic

1 1 4.4373663668 1.4939318458 14.9999877883
2 1 2.1912228143 3.0959011377 14.9999877883
3 1 1.9269519101 0.349703066 14.9999877883
4 1 -1.2191930498 3.302304426 21.575786352
5 1 0.6547619735 1.7134545313 21.6886748225
6 1 0.8550786503 4.8478346241 21.849021606
7 1 1.1463313848 1.547812262 17.6864172992
8 1 3.7900693703 0.2188568366 17.6864172992
9 1 3.6191049733 3.1728689269 17.6864172992
10 1 1.534113206 3.2811533495 18.9519873646
11 1 -1.1634253149 5.0541687589 19.0038709056
12 1 -0.9393060391 1.7143436471 18.9387568358
13 1 0.0 0.0 16.4726856194
14 1 11.5876426732 9.8406543944 20.4680795238
15 2 2.9279329858 1.6243354932 20.6388120466
16 2 0.0 3.2930181056 16.219409047
17 3 4.5958716444 1.7012934033 21.3254448797
18 3 2.9184021359 1.4847443161 18.8111025534
19 3 -1.658637667 3.3927373796 15.6882010601
20 3 0.7429671089 1.8067326555 15.6882010601
21 3 0.9156802543 4.6795941609 15.6882010601
22 3 2.0382888917 0.4398673091 21.3681167216
23 3 1.9935674747 3.0798772956 21.2070022964
24 3 0.0 3.2930181056 17.9620909442
25 4 11.406790376 9.9425865788 18.3691667689
26 1 4.4087338914 1.598442466 23.3639848805
27 1 1.8338416095 3.2443834726 23.1786220119
28 1 2.1105140259 0.3821943203 23.520132213
29 1 -3.6101667358 6.374851456 27.8680090776
30 1 6.6694902731 8.2956280285 26.2346935307
31 1 4.8367951033 4.9241009997 27.3668294239
32 1 6.8332600476 5.3806619515 25.9242502367
33 1 3.6702555789 2.9532474508 26.1376997568
34 1 9.090023853 6.4551188526 30.5940850193
35 1 10.7183276367 7.6397767147 32.2261813709
36 1 0.6409014598 1.7052549081 30.7913237551
37 1 9.7706269208 6.6399166274 26.1459631928
38 1 -2.0787918668 9.3924511309 30.4795257995
39 1 1.7224886576 3.4749805891 27.801630657
40 2 2.8076936999 1.7568137441 29.290945671
41 2 0.009582183 3.1393492621 24.9017064707
42 3 4.3853773203 1.4813755553 29.8967955146
43 3 2.9781595952 1.7383991684 27.554811305
44 3 -1.6344038698 3.2637661966 24.308409825
45 3 1.0091521682 1.7790416385 24.2549458453
46 3 0.8441218803 4.5055349288 24.1935345173
47 3 1.8227160106 0.2891167411 29.9581165318
48 3 2.2233573495 3.3551672985 29.7775852897
49 3 0.0965461977 3.0782571291 26.5774229272
50 4 -5.6493275492 9.7430689983 27.0985612625
51 1 1.5855204772 6.4334738229 14.9999877883
