Ni 673	7.341961444	8.892859191
Ni 723	18.95103052	21.02266405
Ni 773	39.34678376	41.87264011
Ni 823	70.58082339	71.34877697
Ni 873	97.20547055	97.20547055
LiCrNO 673	2.97727	2.04831
LiCrNO 723	12.98122	5.87761
LiCrNO 773	27.68426	16.00749
LiCrNO 823	49.68554	36.85245
LiCrNO 873	74.87377	74.87377
SiC 673	0 0
SiC 723	0 0
SiC 773	0 0
SiC 823	0 0
SiC 873	0 0	
